#name	geneName
ENST00000658281.1	LINC01685
ENST00000671197.1	LINC01685
ENST00000658751.1	LINC01685
ENST00000634298.1	LINC01685
ENST00000442006.2	HSPA5P1
ENST00000641723.1	AL354702.1
ENST00000641481.1	AL354702.1
ENST00000641963.1	AL354702.1
ENST00000373001.4	RRAGC
ENST00000622355.1	AL139260.2
ENST00000474456.1	RRAGC
ENST00000493015.1	RRAGC
ENST00000496778.1	RRAGC
ENST00000663032.1	AL139260.1
ENST00000667635.1	AL139260.1
ENST00000433671.2	AL139260.1
ENST00000456813.1	AL139260.1
ENST00000397572.5	MYCBP
ENST00000494695.4	MYCBP
ENST00000495043.5	MYCBP
ENST00000489803.5	AL139260.3
ENST00000454994.3	AL139260.3
ENST00000489575.2	AL139260.3
ENST00000621281.1	AL139260.3
ENST00000465771.3	MYCBP
ENST00000443161.1	AL139260.1
ENST00000357771.5	GJA9
ENST00000360786.3	GJA9
ENST00000372990.6	RHBDL2
ENST00000289248.6	RHBDL2
ENST00000540558.1	RHBDL2
ENST00000363093.1	RNU6-605P
ENST00000384735.1	Y_RNA
ENST00000428233.1	EIF1P2
ENST00000432648.8	AKIRIN1
ENST00000446189.6	AKIRIN1
ENST00000372984.8	AKIRIN1
ENST00000531822.1	AKIRIN1
ENST00000372967.3	NDUFS5
ENST00000372969.8	NDUFS5
ENST00000484793.5	MACF1
ENST00000602421.5	MACF1
ENST00000361689.7	MACF1
ENST00000567887.5	MACF1
ENST00000372915.8	MACF1
ENST00000524432.5	MACF1
ENST00000467673.5	MACF1
ENST00000383927.1	RNU6-608P
ENST00000410446.1	RNA5SP44
ENST00000672812.1	MACF1
ENST00000564288.5	MACF1
ENST00000494012.1	MACF1
ENST00000602528.2	MACF1
ENST00000480624.5	MACF1
ENST00000469366.1	MACF1
ENST00000671089.1	MACF1
ENST00000669616.1	AL442071.2
ENST00000289890.7	AL442071.1
ENST00000496804.5	MACF1
ENST00000530262.5	MACF1
ENST00000485063.1	MACF1
ENST00000472385.1	MACF1
ENST00000484393.1	MACF1
ENST00000673706.1	MACF1
ENST00000476350.1	MACF1
ENST00000372925.6	MACF1
ENST00000406997.2	HSPE1P8
ENST00000673926.1	MACF1
ENST00000528611.1	MACF1
ENST00000289893.8	MACF1
ENST00000673980.1	MACF1
ENST00000530275.3	MACF1
ENST00000473843.1	MACF1
ENST00000469490.1	MACF1
ENST00000487656.1	MACF1
ENST00000360115.8	MACF1
ENST00000497964.1	MACF1
ENST00000446276.5	MACF1
ENST00000442046.5	MACF1
ENST00000422234.2	MACF1
ENST00000462496.5	MACF1
ENST00000462103.1	MACF1
ENST00000496360.5	MACF1
ENST00000497807.1	MACF1
ENST00000331593.6	BMP8A
ENST00000447263.1	OXCT2P1
ENST00000649325.1	PPIEL
ENST00000458207.5	PPIEL
ENST00000648902.1	PPIEL
ENST00000649920.1	PPIEL
ENST00000647627.1	PPIEL
ENST00000331856.7	PPIEL
ENST00000450157.6	PPIEL
ENST00000417869.6	PPIEL
ENST00000645296.1	PPIEL
ENST00000642822.1	PPIEL
ENST00000643783.1	PPIEL
ENST00000431553.6	PPIEL
ENST00000644305.1	PPIEL
ENST00000644158.1	PPIEL
ENST00000427240.2	PPIEL
ENST00000677006.1	PABPC4
ENST00000676859.1	PABPC4
ENST00000527718.2	PABPC4
ENST00000482028.5	PABPC4
ENST00000492468.5	PABPC4
ENST00000437136.5	PABPC4
ENST00000468476.1	PABPC4
ENST00000678028.1	PABPC4
ENST00000677708.1	PABPC4
ENST00000678469.1	PABPC4
ENST00000372862.7	PABPC4
ENST00000372857.7	PABPC4
ENST00000372856.7	PABPC4
ENST00000372858.8	PABPC4
ENST00000676523.1	PABPC4
ENST00000677548.1	PABPC4
ENST00000677860.1	PABPC4
ENST00000470443.6	PABPC4
ENST00000678287.1	PABPC4
ENST00000678625.1	PABPC4
ENST00000679246.1	PABPC4
ENST00000677609.1	PABPC4
ENST00000677244.1	PABPC4
ENST00000678980.1	PABPC4
ENST00000676863.1	PABPC4
ENST00000678894.1	PABPC4
ENST00000530186.1	PABPC4
ENST00000421687.6	PABPC4
ENST00000484555.1	PABPC4
ENST00000525045.5	PABPC4
ENST00000477556.1	PABPC4
ENST00000461578.1	PABPC4
ENST00000483770.1	PABPC4
ENST00000525669.5	PABPC4
ENST00000415255.2	PABPC4-AS1
ENST00000650144.1	PABPC4-AS1
ENST00000513632.2	PABPC4
ENST00000364587.1	SNORA55
ENST00000677644.1	PABPC4
ENST00000525751.5	PABPC4
ENST00000474378.1	PABPC4
ENST00000529216.1	PABPC4
ENST00000492519.1	PABPC4
ENST00000451091.2	PABPC4
ENST00000531243.2	PABPC4
ENST00000372852.4	HEYL
ENST00000424418.1	AL035404.2
ENST00000235628.1	NT5C1A
ENST00000372844.8	HPCAL4
ENST00000612703.3	HPCAL4
ENST00000617690.2	HPCAL4
ENST00000470018.5	PPIE
ENST00000497982.2	AL035404.1
ENST00000516604.1	RNU7-121P
ENST00000485507.5	PPIE
ENST00000324379.10	PPIE
ENST00000356511.6	PPIE
ENST00000456578.6	PPIE
ENST00000495526.5	PPIE
ENST00000482751.5	PPIE
ENST00000497370.5	PPIE
ENST00000470213.5	PPIE
ENST00000372835.9	PPIE
ENST00000372830.5	PPIE
ENST00000474804.5	PPIE
ENST00000475350.5	PPIE
ENST00000480169.1	PPIE
ENST00000372827.8	BMP8B
ENST00000467741.2	PPIE
ENST00000327582.5	OXCT2
ENST00000648746.1	BMP8B-AS1
ENST00000566366.1	AL033527.2
ENST00000446772.1	AL033527.1
ENST00000641382.1	AL033527.3
ENST00000641026.1	LINC02811
ENST00000641632.1	AL033527.3
ENST00000648678.1	TRIT1
ENST00000316891.10	TRIT1
ENST00000537440.5	TRIT1
ENST00000441669.6	TRIT1
ENST00000462797.5	TRIT1
ENST00000372818.5	TRIT1
ENST00000495175.6	TRIT1
ENST00000491865.5	TRIT1
ENST00000541099.5	TRIT1
ENST00000465417.5	TRIT1
ENST00000492612.6	TRIT1
ENST00000467774.1	TRIT1
ENST00000489945.5	TRIT1
ENST00000486825.6	TRIT1
ENST00000469476.2	TRIT1
ENST00000462243.2	TRIT1
ENST00000365352.1	Y_RNA
ENST00000397332.2	MYCL
ENST00000372816.3	MYCL
ENST00000418255.1	MYCL-AS1
ENST00000372815.1	MYCL
ENST00000450953.3	MYCL
ENST00000384626.1	Y_RNA
ENST00000420632.6	MFSD2A
ENST00000372811.10	MFSD2A
ENST00000434861.5	MFSD2A
ENST00000372809.5	MFSD2A
ENST00000483824.5	MFSD2A
ENST00000469745.5	MFSD2A
ENST00000438210.1	AL663070.1
ENST00000480630.5	MFSD2A
ENST00000491515.5	MFSD2A
ENST00000459917.1	MFSD2A
ENST00000481612.1	MFSD2A
ENST00000372797.7	CAP1
ENST00000372802.5	CAP1
ENST00000449311.5	CAP1
ENST00000421589.5	CAP1
ENST00000414893.5	CAP1
ENST00000372792.7	CAP1
ENST00000372805.8	CAP1
ENST00000414281.5	CAP1
ENST00000420216.5	CAP1
ENST00000372798.5	CAP1
ENST00000340450.7	CAP1
ENST00000435719.5	CAP1
ENST00000427843.5	CAP1
ENST00000417287.5	CAP1
ENST00000424977.1	CAP1
ENST00000446031.1	CAP1
ENST00000479759.5	CAP1
ENST00000461993.1	CAP1
ENST00000494114.1	CAP1
ENST00000641471.1	PPT1
ENST00000530076.6	PPT1
ENST00000642050.2	PPT1
ENST00000641083.1	PPT1
ENST00000433473.8	PPT1
ENST00000530704.6	PPT1
ENST00000641319.1	PPT1
ENST00000439754.6	PPT1
ENST00000641236.1	PPT1
ENST00000641691.1	PPT1
ENST00000449045.7	PPT1
ENST00000529905.5	PPT1
ENST00000641381.1	PPT1
ENST00000372775.2	PPT1
ENST00000641924.1	PPT1
ENST00000527311.7	PPT1
ENST00000372779.9	PPT1
ENST00000526547.2	PPT1
ENST00000641548.1	PPT1
ENST00000430724.2	OAZ1P1
ENST00000372771.5	RLF
ENST00000384777.1	RNU6-1237P
ENST00000468258.1	TMCO2
ENST00000372766.4	TMCO2
ENST00000567508.1	AL050341.2
ENST00000675937.1	ZMPSTE24
ENST00000674703.1	ZMPSTE24
ENST00000479131.5	ZMPSTE24
ENST00000372759.4	ZMPSTE24
ENST00000472583.1	ZMPSTE24
ENST00000675754.1	ZMPSTE24
ENST00000447743.1	AL050341.1
ENST00000474142.1	ZMPSTE24
ENST00000372748.8	COL9A2
ENST00000482722.5	COL9A2
ENST00000466267.1	COL9A2
ENST00000427563.1	COL9A2
ENST00000488463.6	COL9A2
ENST00000417105.6	COL9A2
ENST00000496215.5	COL9A2
ENST00000372736.3	COL9A2
ENST00000461118.6	COL9A2
ENST00000642679.1	COL9A2
ENST00000490132.1	COL9A2
ENST00000495948.1	COL9A2
ENST00000600955.1	AL031985.2
ENST00000435168.6	SMAP2
ENST00000392713.3	AL031985.1
ENST00000372718.8	SMAP2
ENST00000372708.5	SMAP2
ENST00000614549.4	SMAP2
ENST00000539317.2	SMAP2
ENST00000487871.1	SMAP2
ENST00000642138.1	AL031985.4
ENST00000469416.1	ZFP69B
ENST00000484445.5	ZFP69B
ENST00000411995.6	ZFP69B
ENST00000361584.5	ZFP69B
ENST00000565390.2	AL031985.3
ENST00000624658.1	AL603839.4
ENST00000372706.6	ZFP69
ENST00000372705.3	ZFP69
ENST00000482712.1	ZFP69
ENST00000450713.1	AL603839.3
ENST00000358527.6	EXO5
ENST00000372703.1	EXO5
ENST00000420209.1	EXO5
ENST00000296380.8	EXO5
ENST00000432259.5	EXO5
ENST00000418186.1	EXO5
ENST00000415550.5	EXO5
ENST00000443729.5	EXO5
ENST00000419161.1	EXO5
ENST00000471429.1	EXO5
ENST00000453437.1	AL603839.1
ENST00000437060.1	AL603839.2
ENST00000648542.1	ZNF684
ENST00000372699.8	ZNF684
ENST00000465152.1	ZNF684
ENST00000372696.3	ZNF684
ENST00000372697.7	ZNF684
ENST00000493756.1	ZNF684
ENST00000472043.1	ZNF684
ENST00000666986.1	AL356379.2
ENST00000414105.1	AL356379.1
ENST00000445825.1	GTF2F2P2
ENST00000372684.8	RIMS3
ENST00000372683.1	RIMS3
ENST00000658681.1	AL031289.2
ENST00000440100.1	AL031289.1
ENST00000606277.1	NFYC-AS1
ENST00000467203.5	NFYC
ENST00000424419.6	NFYC
ENST00000427410.6	NFYC
ENST00000447388.7	NFYC
ENST00000425457.6	NFYC
ENST00000453631.5	NFYC
ENST00000456393.6	NFYC
ENST00000372654.5	NFYC
ENST00000534399.5	NFYC
ENST00000372653.5	NFYC
ENST00000372669.8	NFYC
ENST00000372652.5	NFYC
ENST00000372651.5	NFYC
ENST00000531464.5	NFYC
ENST00000440226.7	NFYC
ENST00000525290.5	NFYC
ENST00000530965.5	NFYC
ENST00000416859.6	NFYC
ENST00000308733.9	NFYC
ENST00000414185.1	NFYC
ENST00000362104.3	MIR30E
ENST00000385227.1	MIR30C1
ENST00000525349.1	NFYC
ENST00000483091.1	NFYC
ENST00000488635.1	NFYC
ENST00000496608.1	NFYC
ENST00000347132.10	KCNQ4
ENST00000509682.6	KCNQ4
ENST00000477493.3	RN7SL326P
ENST00000443478.3	KCNQ4
ENST00000506017.1	KCNQ4
ENST00000372638.4	CITED4
ENST00000414199.1	AC119677.1
ENST00000413739.1	AL391730.1
ENST00000653821.1	AL391730.2
ENST00000437166.2	UBE2V1P8
ENST00000480420.6	CTPS1
ENST00000650070.2	CTPS1
ENST00000648914.1	CTPS1
ENST00000649864.1	CTPS1
ENST00000648020.1	CTPS1
ENST00000649124.1	CTPS1
ENST00000498694.2	CTPS1
ENST00000648801.1	CTPS1
ENST00000463285.6	CTPS1
ENST00000470271.5	CTPS1
ENST00000475060.1	CTPS1
ENST00000479480.6	CTPS1
ENST00000372616.1	CTPS1
ENST00000650634.1	CTPS1
ENST00000649215.1	CTPS1
ENST00000486889.2	CTPS1
ENST00000463423.6	CTPS1
ENST00000464283.5	CTPS1
ENST00000626479.1	SLFNL1-AS1
ENST00000302946.12	SLFNL1
ENST00000372613.6	SLFNL1
ENST00000439569.2	SLFNL1
ENST00000372611.5	SLFNL1
ENST00000359345.5	SLFNL1
ENST00000397174.6	SCMH1
ENST00000402904.6	SCMH1
ENST00000361191.9	SCMH1
ENST00000361705.7	SCMH1
ENST00000397171.6	SCMH1
ENST00000326197.11	SCMH1
ENST00000372595.5	SCMH1
ENST00000337495.9	SCMH1
ENST00000372596.5	SCMH1
ENST00000372597.5	SCMH1
ENST00000472037.5	SCMH1
ENST00000456518.3	SCMH1
ENST00000460215.5	SCMH1
ENST00000498793.5	SCMH1
ENST00000489421.1	SCMH1
ENST00000482530.1	SCMH1
ENST00000401064.3	RPL23AP17
ENST00000488592.1	SCMH1
ENST00000657314.1	AC093151.7
ENST00000425554.1	AC093151.2
ENST00000670398.1	AC093151.2
ENST00000445073.1	AC093151.2
ENST00000422305.1	AC093151.2
ENST00000427711.2	AC093151.1
ENST00000662236.1	AC093151.5
ENST00000665468.1	AC093151.5
ENST00000653728.1	AC093151.5
ENST00000670055.1	AC093151.5
ENST00000372591.1	FOXO6
ENST00000641094.1	FOXO6
ENST00000429109.1	FOXO6-AS1
ENST00000516754.1	RNA5SP45
ENST00000372587.5	EDN2
ENST00000490783.5	EDN2
ENST00000460255.1	EDN2
ENST00000467046.5	EDN2
ENST00000467872.5	EDN2
ENST00000643665.1	HIVEP3
ENST00000372584.5	HIVEP3
ENST00000372583.6	HIVEP3
ENST00000460604.1	HIVEP3
ENST00000440249.1	AL445933.2
ENST00000434240.2	AL445933.1
ENST00000646142.1	AC119676.1
ENST00000491442.5	HIVEP3
ENST00000489103.5	HIVEP3
ENST00000479350.1	HIVEP3
ENST00000670076.1	AL158216.1
ENST00000391730.2	HNRNPFP1
ENST00000434936.2	AC114492.1
ENST00000372581.2	GUCA2B
ENST00000357001.3	GUCA2A
ENST00000372571.5	FOXJ3
ENST00000372572.5	FOXJ3
ENST00000372573.5	FOXJ3
ENST00000545068.5	FOXJ3
ENST00000361776.5	FOXJ3
ENST00000361346.6	FOXJ3
ENST00000445886.5	FOXJ3
ENST00000422278.1	FOXJ3
ENST00000454417.1	FOXJ3
ENST00000436207.2	AC096540.1
ENST00000431473.4	RIMKLA
ENST00000410070.6	RIMKLA
ENST00000411908.1	AL513331.1
ENST00000372565.8	ZMYND12
ENST00000611861.4	ZMYND12
ENST00000475426.1	ZMYND12
ENST00000461083.1	ZMYND12
ENST00000372562.1	PPCS
ENST00000372560.3	PPCS
ENST00000372561.4	PPCS
ENST00000472013.1	PPCS
ENST00000372556.3	PPCS
ENST00000471420.1	PPCS
ENST00000482168.1	PPCS
ENST00000469615.1	PPCS
ENST00000654683.1	CCDC30
ENST00000660938.1	CCDC30
ENST00000665812.1	CCDC30
ENST00000667205.1	CCDC30
ENST00000663155.1	CCDC30
ENST00000669138.1	CCDC30
ENST00000468651.2	CCDC30
ENST00000655164.1	CCDC30
ENST00000657597.1	CCDC30
ENST00000475614.7	CCDC30
ENST00000667947.1	CCDC30
ENST00000668663.1	CCDC30
ENST00000660083.1	CCDC30
ENST00000658812.1	CCDC30
ENST00000655845.1	CCDC30
ENST00000671281.1	CCDC30
ENST00000664805.1	CCDC30
ENST00000663866.1	CCDC30
ENST00000654604.1	CCDC30
ENST00000655447.1	CCDC30
ENST00000661864.1	CCDC30
ENST00000664418.1	CCDC30
ENST00000665176.1	CCDC30
ENST00000665792.1	CCDC30
ENST00000477155.6	CCDC30
ENST00000670982.1	CCDC30
ENST00000668036.1	CCDC30
ENST00000664192.1	CCDC30
ENST00000492422.1	CCDC30
ENST00000462063.1	CCDC30
ENST00000670292.1	CCDC30
ENST00000670783.1	CCDC30
ENST00000340612.6	CCDC30
ENST00000428554.6	CCDC30
ENST00000495044.6	CCDC30
ENST00000653735.1	CCDC30
ENST00000507855.5	CCDC30
ENST00000666893.1	CCDC30
ENST00000671538.1	CCDC30
ENST00000656470.1	CCDC30
ENST00000426743.1	RPS3AP11
ENST00000509712.6	CCDC30
ENST00000665466.1	CCDC30
ENST00000424567.1	TMSB4XP1
ENST00000471390.6	CCDC30
ENST00000660830.1	CCDC30
ENST00000665217.1	CCDC30
ENST00000653544.1	CCDC30
ENST00000342022.8	CCDC30
ENST00000660910.1	CCDC30
ENST00000514642.1	CCDC30
ENST00000667055.1	CCDC30
ENST00000363384.1	RNU6-536P
ENST00000454425.2	AL445669.1
ENST00000657248.1	CCDC30
ENST00000471699.2	CCDC30
ENST00000655265.1	CCDC30
ENST00000669471.1	CCDC30
ENST00000665137.1	CCDC30
ENST00000663139.1	CCDC30
ENST00000656306.1	CCDC30
ENST00000677900.1	PPIH
ENST00000678038.1	PPIH
ENST00000372550.6	PPIH
ENST00000676675.1	PPIH
ENST00000678193.1	PPIH
ENST00000304979.8	PPIH
ENST00000678803.1	PPIH
ENST00000677926.1	PPIH
ENST00000678333.1	PPIH
ENST00000677307.1	PPIH
ENST00000440068.6	PPIH
ENST00000649886.1	AC098484.4
ENST00000679245.1	PPIH
ENST00000677356.1	PPIH
ENST00000678308.1	PPIH
ENST00000372549.1	PPIH
ENST00000678076.1	PPIH
ENST00000677219.1	PPIH
ENST00000677312.1	PPIH
ENST00000436387.1	PPIH
ENST00000461351.1	PPIH
ENST00000667389.1	AC098484.4
ENST00000414339.2	AC098484.2
ENST00000321358.12	YBX1
ENST00000332220.10	YBX1
ENST00000436427.1	YBX1
ENST00000467957.1	YBX1
ENST00000296387.6	CLDN19
ENST00000539749.5	CLDN19
ENST00000372539.3	CLDN19
ENST00000397054.7	P3H1
ENST00000460031.5	P3H1
ENST00000296388.10	P3H1
ENST00000236040.8	P3H1
ENST00000495874.5	P3H1
ENST00000462474.5	P3H1
ENST00000472802.1	P3H1
ENST00000431412.3	P3H1
ENST00000460831.1	P3H1
ENST00000481465.3	P3H1
ENST00000447502.2	P3H1
ENST00000463465.1	P3H1
ENST00000372526.2	P3H1
ENST00000492956.1	P3H1
ENST00000372525.7	C1orf50
ENST00000464081.1	AC098484.3
ENST00000650521.1	AC098484.3
ENST00000603943.6	AC098484.3
ENST00000468913.2	C1orf50
ENST00000494155.1	C1orf50
ENST00000447572.1	AC098484.1
ENST00000421630.6	TMEM269
ENST00000637012.1	TMEM269
ENST00000536543.5	TMEM269
ENST00000605272.1	TMEM269
ENST00000372522.5	SVBP
ENST00000372521.9	SVBP
ENST00000497437.1	SVBP
ENST00000645239.1	ERMAP
ENST00000643061.1	ERMAP
ENST00000372517.8	ERMAP
ENST00000647120.1	ERMAP
ENST00000487556.6	ERMAP
ENST00000642150.1	ERMAP
ENST00000470938.1	ERMAP
ENST00000372514.7	ERMAP
ENST00000328249.3	ERMAP
ENST00000659750.1	AL512353.1
ENST00000414798.1	AL512353.1
ENST00000416809.2	AL512353.1
ENST00000425076.1	AL512353.1
ENST00000444563.5	AL512353.1
ENST00000372502.5	ZNF691
ENST00000372508.7	ZNF691
ENST00000651192.1	ZNF691
ENST00000372507.5	ZNF691
ENST00000372506.5	ZNF691
ENST00000372504.5	ZNF691
ENST00000397034.3	ZNF691
ENST00000372503.2	ZNF691
ENST00000630961.1	ZNF691
ENST00000448759.1	AL512353.2
ENST00000417517.1	MKRN8P
ENST00000439215.1	ATP6V1E1P1
ENST00000426263.10	SLC2A1
ENST00000630287.2	SLC2A1
ENST00000675112.1	SLC2A1
ENST00000676254.1	SLC2A1
ENST00000674765.1	SLC2A1
ENST00000674545.1	SLC2A1
ENST00000475162.3	SLC2A1
ENST00000669445.1	SLC2A1
ENST00000625233.2	SLC2A1
ENST00000372500.4	SLC2A1
ENST00000415851.6	SLC2A1
ENST00000630821.1	SLC2A1
ENST00000629908.1	SLC2A1
ENST00000460369.3	SLC2A1
ENST00000639582.1	ATP6V0CP4
ENST00000676097.1	SLC2A1
ENST00000431759.5	SLC2A1-AS1
ENST00000640236.1	AC099795.1
ENST00000653200.1	SLC2A1-AS1
ENST00000664148.1	SLC2A1-AS1
ENST00000416689.1	SLC2A1-AS1
ENST00000640492.1	AC099795.1
ENST00000658437.1	AC099795.1
ENST00000384526.1	RNU6-880P
ENST00000636464.1	U6
ENST00000622380.1	AL161637.1
ENST00000410048.5	FAM183A
ENST00000409337.5	FAM183A
ENST00000335282.5	FAM183A
ENST00000410025.5	FAM183A
ENST00000409396.5	FAM183A
ENST00000481753.1	FAM183A
ENST00000431635.6	EBNA1BP2
ENST00000236051.3	EBNA1BP2
ENST00000463906.1	EBNA1BP2
ENST00000491223.5	EBNA1BP2
ENST00000472982.5	EBNA1BP2
ENST00000483082.1	EBNA1BP2
ENST00000461557.2	EBNA1BP2
ENST00000635723.1	MIR6733
ENST00000528956.5	CFAP57
ENST00000610710.4	CFAP57
ENST00000372492.9	CFAP57
ENST00000529956.5	CFAP57
ENST00000525227.5	CFAP57
ENST00000533339.1	CFAP57
ENST00000466927.5	EBNA1BP2
ENST00000534615.1	CFAP57
ENST00000474566.1	EBNA1BP2
ENST00000362370.1	RNA5SP46
ENST00000428122.1	CFAP57
ENST00000439858.6	TMEM125
ENST00000432792.6	TMEM125
ENST00000442284.1	TMEM125
ENST00000456751.1	TMEM125
ENST00000523677.6	C1orf210
ENST00000423420.1	C1orf210
ENST00000372476.8	TIE1
ENST00000538015.1	TIE1
ENST00000485125.1	TIE1
ENST00000480269.1	TIE1
ENST00000488437.1	TIE1
ENST00000471187.1	TIE1
ENST00000461061.1	TIE1
ENST00000473014.1	TIE1
ENST00000492599.1	TIE1
ENST00000492874.1	TIE1
ENST00000372470.9	MPL
ENST00000638732.1	MPL
ENST00000413998.7	MPL
ENST00000671634.1	AL139289.2
ENST00000643351.1	MPL
ENST00000424948.1	AL139289.1
ENST00000310955.11	CDC20
ENST00000372462.1	CDC20
ENST00000478882.1	CDC20
ENST00000482046.1	CDC20
ENST00000621943.4	ELOVL1
ENST00000413844.3	ELOVL1
ENST00000372458.8	ELOVL1
ENST00000468865.6	ELOVL1
ENST00000464204.5	ELOVL1
ENST00000470968.6	ELOVL1
ENST00000487209.5	ELOVL1
ENST00000470769.5	ELOVL1
ENST00000497569.5	ELOVL1
ENST00000482302.5	ELOVL1
ENST00000497050.5	ELOVL1
ENST00000478481.5	ELOVL1
ENST00000479439.5	ELOVL1
ENST00000465321.5	ELOVL1
ENST00000479686.5	ELOVL1
ENST00000496932.1	ELOVL1
ENST00000621166.1	MIR6734
ENST00000372457.9	MED8
ENST00000290663.10	MED8
ENST00000372455.4	MED8
ENST00000436713.1	MED8-AS1
ENST00000460803.1	MED8
ENST00000473560.1	MED8
ENST00000372450.8	SZT2
ENST00000562955.2	SZT2
ENST00000638631.1	SZT2
ENST00000406439.7	SZT2
ENST00000634258.3	SZT2
ENST00000357658.4	SZT2
ENST00000639852.1	SZT2
ENST00000470139.1	SZT2
ENST00000478140.1	SZT2
ENST00000648058.1	SZT2
ENST00000638642.1	SZT2
ENST00000649403.1	SZT2
ENST00000638769.1	SZT2
ENST00000639197.1	SZT2
ENST00000470897.2	SZT2
ENST00000471177.1	SZT2
ENST00000638263.1	SZT2
ENST00000460536.1	SZT2
ENST00000640484.1	SZT2
ENST00000396885.2	SZT2-AS1
ENST00000615179.1	MIR6735
ENST00000583037.5	HYI
ENST00000483618.1	HYI
ENST00000372433.5	HYI
ENST00000372434.5	HYI
ENST00000470662.5	HYI
ENST00000487366.5	HYI
ENST00000372430.8	HYI
ENST00000372432.5	HYI
ENST00000372427.5	HYI
ENST00000486909.1	HYI
ENST00000496142.1	HYI
ENST00000469587.1	HYI
ENST00000444386.1	HYI-AS1
ENST00000496043.5	PTPRF
ENST00000481019.5	PTPRF
ENST00000617451.4	PTPRF
ENST00000359947.9	PTPRF
ENST00000438120.5	PTPRF
ENST00000436724.5	PTPRF
ENST00000372405.1	PTPRF
ENST00000437607.1	PTPRF
ENST00000467464.1	PTPRF
ENST00000412568.6	PTPRF
ENST00000429895.5	PTPRF
ENST00000414879.5	PTPRF
ENST00000496447.5	PTPRF
ENST00000372407.4	PTPRF
ENST00000463041.1	PTPRF
ENST00000477970.1	PTPRF
ENST00000372396.4	KDM4A
ENST00000645057.1	AL451062.2
ENST00000463151.5	KDM4A
ENST00000485249.1	KDM4A
ENST00000472265.1	KDM4A
ENST00000663424.1	KDM4A-AS1
ENST00000481296.1	KDM4A
ENST00000398804.7	KDM4A-AS1
ENST00000659644.1	KDM4A-AS1
ENST00000439057.5	KDM4A-AS1
ENST00000434346.1	KDM4A-AS1
ENST00000453015.1	KDM4A-AS1
ENST00000418149.1	KDM4A-AS1
ENST00000532911.6	ST3GAL3
ENST00000646096.1	ST3GAL3
ENST00000643886.1	ST3GAL3
ENST00000643597.1	ST3GAL3
ENST00000372372.7	ST3GAL3
ENST00000361400.9	ST3GAL3
ENST00000330208.6	ST3GAL3
ENST00000335430.10	ST3GAL3
ENST00000545417.5	ST3GAL3
ENST00000372374.7	ST3GAL3
ENST00000643252.1	ST3GAL3
ENST00000647237.1	ST3GAL3
ENST00000642331.1	ST3GAL3
ENST00000347631.8	ST3GAL3
ENST00000361392.9	ST3GAL3
ENST00000646109.1	ST3GAL3
ENST00000533997.6	ST3GAL3
ENST00000353126.8	ST3GAL3
ENST00000643283.1	ST3GAL3
ENST00000642934.1	ST3GAL3
ENST00000645640.1	ST3GAL3
ENST00000351035.8	ST3GAL3
ENST00000489897.6	ST3GAL3
ENST00000642949.1	ST3GAL3
ENST00000530154.5	ST3GAL3
ENST00000645705.1	ST3GAL3
ENST00000645142.1	ST3GAL3
ENST00000646971.1	ST3GAL3
ENST00000646027.1	ST3GAL3
ENST00000646069.1	ST3GAL3
ENST00000642504.1	ST3GAL3
ENST00000647148.1	ST3GAL3
ENST00000262915.8	ST3GAL3
ENST00000479383.6	ST3GAL3
ENST00000646776.1	ST3GAL3
ENST00000647482.1	ST3GAL3
ENST00000645394.1	ST3GAL3
ENST00000647128.1	ST3GAL3
ENST00000484868.2	ST3GAL3
ENST00000461066.6	ST3GAL3
ENST00000361746.9	ST3GAL3
ENST00000645034.1	ST3GAL3
ENST00000645165.1	ST3GAL3
ENST00000647134.1	ST3GAL3
ENST00000644195.1	ST3GAL3
ENST00000437753.1	ST3GAL3-AS1
ENST00000637979.1	U6
ENST00000372368.7	ST3GAL3
ENST00000642194.1	ST3GAL3
ENST00000646686.1	ST3GAL3
ENST00000646416.1	ST3GAL3
ENST00000372362.6	ST3GAL3
ENST00000531451.5	ST3GAL3
ENST00000372365.5	ST3GAL3
ENST00000372367.5	ST3GAL3
ENST00000372369.5	ST3GAL3
ENST00000490541.6	ST3GAL3
ENST00000528371.5	ST3GAL3
ENST00000530581.5	ST3GAL3
ENST00000531816.1	ST3GAL3
ENST00000531993.6	ST3GAL3
ENST00000533212.5	ST3GAL3
ENST00000469715.6	ST3GAL3
ENST00000361812.9	ST3GAL3
ENST00000372366.6	ST3GAL3
ENST00000645117.1	ST3GAL3
ENST00000533933.6	ST3GAL3
ENST00000332628.11	ST3GAL3
ENST00000644922.1	ST3GAL3
ENST00000643813.1	ST3GAL3
ENST00000644287.1	ST3GAL3
ENST00000427515.2	AL451062.1
ENST00000647503.1	ST3GAL3
ENST00000461375.2	ST3GAL3
ENST00000646113.1	ST3GAL3
ENST00000642780.1	ST3GAL3
ENST00000644645.1	ST3GAL3
ENST00000635807.1	MIR6079
ENST00000419974.2	SHMT1P1
ENST00000645644.1	ST3GAL3
ENST00000644016.1	ST3GAL3
ENST00000647299.1	ST3GAL3
ENST00000644378.1	ST3GAL3
ENST00000645161.1	ST3GAL3
ENST00000646032.1	ST3GAL3
ENST00000643989.1	ST3GAL3
ENST00000645012.1	ST3GAL3
ENST00000490502.1	ST3GAL3
ENST00000645670.1	ST3GAL3
ENST00000495482.2	ST3GAL3
ENST00000414809.7	ARTN
